epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
109,8517.9,0.67265,0.32233,0.00282,0.83165,0.74858,0.81895,0.70231,0.74874,0.88632,0.00489,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308
110,8593.53,0.67529,0.31086,0.00275,0.8594,0.7635,0.84507,0.71904,0.71825,0.82112,0.00456,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209
111,8669.46,0.69046,0.3358,0.00284,0.89125,0.77423,0.86617,0.73949,0.68983,0.7721,0.0043,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
112,8746.02,0.67655,0.33828,0.0028,0.86082,0.7771,0.84551,0.72212,0.71782,0.82511,0.00455,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011
113,8822.03,0.66432,0.31846,0.00276,0.8791,0.83591,0.88413,0.74699,0.72514,0.72935,0.00458,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912
114,8898.82,0.68632,0.32145,0.0028,0.8481,0.772,0.84387,0.71717,0.75922,0.93324,0.00495,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813
115,8974.46,0.68297,0.32536,0.00283,0.77364,0.7762,0.82502,0.68816,0.7689,1.00464,0.00498,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714,0.0266142,0.0088714
116,9050.54,0.66972,0.31871,0.00275,0.82515,0.75452,0.8363,0.70831,0.72998,0.95637,0.00468,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
117,9126.12,0.67731,0.32208,0.00279,0.81374,0.80848,0.87352,0.73689,0.71344,0.77384,0.00449,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516,0.0265548,0.0088516
118,9202.55,0.6752,0.3251,0.00279,0.83812,0.75646,0.84595,0.7117,0.71845,0.9851,0.0045,0.0265251,0.0088417,0.0265251,0.0088417,0.0265251,0.0088417,0.0265251,0.0088417
119,9279.07,0.67347,0.32105,0.00281,0.82287,0.77458,0.84828,0.72113,0.72739,0.91859,0.0046,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318,0.0264954,0.0088318
120,9355.83,0.67236,0.32793,0.00277,0.8198,0.80228,0.85606,0.71924,0.73275,0.89426,0.00469,0.0264657,0.0088219,0.0264657,0.0088219,0.0264657,0.0088219,0.0264657,0.0088219
121,9432.09,0.67135,0.30359,0.00269,0.81417,0.80783,0.85801,0.72836,0.71167,0.87161,0.00451,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
122,9509.68,0.65659,0.30155,0.00268,0.83929,0.73489,0.83981,0.71253,0.73511,0.92431,0.0047,0.0264063,0.0088021,0.0264063,0.0088021,0.0264063,0.0088021,0.0264063,0.0088021
123,9586.12,0.6563,0.29478,0.0027,0.79298,0.77331,0.82408,0.70121,0.75914,1.03181,0.00487,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922,0.0263766,0.0087922
124,9664.36,0.66576,0.30393,0.00274,0.7547,0.7938,0.80103,0.6774,0.76144,1.0484,0.00484,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823,0.0263469,0.0087823
125,9741.21,0.67596,0.31756,0.00275,0.77382,0.77215,0.8133,0.7017,0.73527,1.07528,0.0046,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724,0.0263172,0.0087724
126,9818.36,0.66981,0.29644,0.00277,0.7594,0.74067,0.80222,0.69296,0.6964,1.16053,0.00429,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
127,9894.84,0.6599,0.30545,0.00275,0.8051,0.76419,0.84425,0.71606,0.73584,0.96246,0.0046,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526,0.0262578,0.0087526
