epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
64,3929.29,0.52149,0.28237,0.00219,0.90483,0.90184,0.95125,0.89878,0.37939,0.39592,0.00234,0.0281289,0.0093763,0.0281289,0.0093763,0.0281289,0.0093763,0.0281289,0.0093763
65,3990.1,0.51874,0.28741,0.00222,0.82865,0.8141,0.90126,0.84077,0.44148,0.68755,0.00282,0.0280992,0.0093664,0.0280992,0.0093664,0.0280992,0.0093664,0.0280992,0.0093664
66,4050,0.51817,0.27553,0.00225,0.86755,0.85378,0.92768,0.85963,0.45762,0.52268,0.00292,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
67,4110.88,0.52302,0.28318,0.00217,0.8488,0.91696,0.94996,0.88684,0.41797,0.45438,0.00262,0.0280398,0.0093466,0.0280398,0.0093466,0.0280398,0.0093466,0.0280398,0.0093466
68,4171.74,0.51287,0.28194,0.00222,0.83346,0.88195,0.93178,0.86233,0.47738,0.49959,0.00324,0.0280101,0.0093367,0.0280101,0.0093367,0.0280101,0.0093367,0.0280101,0.0093367
69,4232.33,0.51386,0.27849,0.00223,0.92826,0.86545,0.94899,0.89803,0.38753,0.40912,0.00237,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268,0.0279804,0.0093268
70,4292.71,0.5131,0.27025,0.00215,0.88074,0.85035,0.93984,0.87896,0.44649,0.51202,0.00278,0.0279507,0.0093169,0.0279507,0.0093169,0.0279507,0.0093169,0.0279507,0.0093169
71,4353.23,0.50885,0.27111,0.00222,0.82617,0.89214,0.91075,0.84273,0.45398,0.53905,0.0029,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
72,4413.5,0.49965,0.25943,0.00213,0.88393,0.85699,0.92566,0.86327,0.42056,0.46308,0.00266,0.0278913,0.0092971,0.0278913,0.0092971,0.0278913,0.0092971,0.0278913,0.0092971
73,4474.13,0.49667,0.27251,0.00207,0.83625,0.84442,0.92013,0.84453,0.51675,0.54429,0.00365,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872,0.0278616,0.0092872
74,4534.68,0.49659,0.26479,0.00211,0.85082,0.86039,0.92705,0.86791,0.42196,0.50485,0.00262,0.0278319,0.0092773,0.0278319,0.0092773,0.0278319,0.0092773,0.0278319,0.0092773
75,4595.41,0.49026,0.25799,0.00208,0.84938,0.71134,0.79845,0.70702,0.73821,1.43117,0.00559,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674,0.0278022,0.0092674
76,4655.7,0.4935,0.25844,0.00207,0.83301,0.83267,0.89791,0.833,0.43181,0.72894,0.0027,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
77,4716.59,0.50001,0.27619,0.00213,0.8066,0.83716,0.86727,0.80435,0.45497,0.79372,0.00313,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476,0.0277428,0.0092476
78,4777.16,0.50662,0.26312,0.00214,0.75789,0.81291,0.78312,0.7201,0.42699,0.96562,0.00273,0.0277131,0.0092377,0.0277131,0.0092377,0.0277131,0.0092377,0.0277131,0.0092377
79,4837.84,0.4818,0.25787,0.00205,0.90708,0.86027,0.91855,0.86405,0.37906,0.47508,0.00232,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278,0.0276834,0.0092278
80,4898.14,0.49737,0.25823,0.0021,0.79528,0.81974,0.84513,0.78014,0.4904,0.85435,0.00345,0.0276537,0.0092179,0.0276537,0.0092179,0.0276537,0.0092179,0.0276537,0.0092179
81,4958.42,0.49979,0.27048,0.0021,0.82103,0.86126,0.93006,0.86842,0.41816,0.67053,0.00256,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
82,5018.83,0.48949,0.24749,0.00208,0.76969,0.81195,0.84105,0.79011,0.42113,0.99164,0.00268,0.0275943,0.0091981,0.0275943,0.0091981,0.0275943,0.0091981,0.0275943,0.0091981
83,5079.7,0.48968,0.24111,0.00211,0.82829,0.80562,0.84003,0.78607,0.39785,0.92921,0.00243,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882,0.0275646,0.0091882
84,5139.58,0.49962,0.24778,0.00208,0.79558,0.86602,0.89644,0.83131,0.42751,0.73171,0.00273,0.0275349,0.0091783,0.0275349,0.0091783,0.0275349,0.0091783,0.0275349,0.0091783
85,5200.34,0.4918,0.25345,0.00213,0.84333,0.87069,0.90931,0.85579,0.38341,0.62735,0.0024,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684,0.0275052,0.0091684
86,5261.06,0.49612,0.25857,0.0021,0.83783,0.84027,0.89855,0.84369,0.41087,0.65901,0.00253,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585,0.0274755,0.0091585
87,5321.81,0.48964,0.25813,0.00208,0.84211,0.83612,0.90372,0.8499,0.4036,0.64197,0.00255,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486,0.0274458,0.0091486
88,5382.4,0.49124,0.24564,0.00206,0.90189,0.83639,0.94122,0.87638,0.41982,0.55533,0.00261,0.0274161,0.0091387,0.0274161,0.0091387,0.0274161,0.0091387,0.0274161,0.0091387
89,5442.72,0.47994,0.23391,0.00203,0.87056,0.80868,0.90074,0.83269,0.46205,0.69286,0.003,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288,0.0273864,0.0091288
90,5503.05,0.49163,0.25943,0.0021,0.83733,0.87783,0.88495,0.82354,0.42842,0.64331,0.00272,0.0273567,0.0091189,0.0273567,0.0091189,0.0273567,0.0091189,0.0273567,0.0091189
91,5563.81,0.47766,0.24717,0.00201,0.88601,0.83836,0.93604,0.87071,0.45079,0.51445,0.00297,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
92,5624.46,0.49472,0.23792,0.0021,0.83343,0.85931,0.8908,0.83245,0.4436,0.69366,0.00293,0.0272973,0.0090991,0.0272973,0.0090991,0.0272973,0.0090991,0.0272973,0.0090991
93,5684.79,0.48453,0.256,0.00205,0.87058,0.86159,0.92865,0.86715,0.44423,0.5192,0.00297,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892,0.0272676,0.0090892
94,5745.68,0.49085,0.2632,0.00209,0.83347,0.87358,0.93153,0.88141,0.40107,0.56869,0.00257,0.0272379,0.0090793,0.0272379,0.0090793,0.0272379,0.0090793,0.0272379,0.0090793
95,5806.21,0.48478,0.25543,0.00208,0.88129,0.85208,0.94323,0.89124,0.41146,0.48947,0.00264,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694,0.0272082,0.0090694
96,5867.05,0.47977,0.25178,0.00206,0.8836,0.85843,0.92707,0.86298,0.47208,0.53978,0.00305,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
97,5927.54,0.48332,0.2464,0.00202,0.86764,0.82162,0.88238,0.81393,0.52702,0.70592,0.00364,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496,0.0271488,0.0090496
98,5988.29,0.47828,0.24874,0.00201,0.83055,0.83976,0.8784,0.81471,0.44531,0.64857,0.00285,0.0271191,0.0090397,0.0271191,0.0090397,0.0271191,0.0090397,0.0271191,0.0090397
99,6048.65,0.47992,0.24078,0.00202,0.80377,0.85589,0.88146,0.82349,0.41829,0.82003,0.00275,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298
100,6109.54,0.47315,0.24342,0.00204,0.79396,0.86092,0.87701,0.825,0.40529,0.80988,0.00251,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199
